sample_definition,Variable,Survey Year,Present,Eligible N,Structural Missing N,Response Missing N,Response Missing %,Structural Missing %,Structural Missing,presence_status,Valid N,coverage_basis,structural_missing_status
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2006,1,6013,NA,1,1.6630633627141194e-4,NA,NA,NA,6012,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2002,1,13113,NA,16,0.0012201631968275757,NA,NA,NA,13097,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2014,NA,5214,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2017,NA,4494,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TOTAL_SYN_EXPENDITURE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2002,1,13113,NA,175,0.013345534965301609,NA,NA,NA,12938,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2006,1,6013,NA,602,0.10011641443538999,NA,NA,NA,5411,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,NA,5025,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2002,1,13113,NA,10857,0.8279569892473119,NA,NA,NA,2256,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2006,1,6013,NA,85,0.014136038583070014,NA,NA,NA,5928,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,NA,5024,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2017,1,4494,NA,3292,0.7325322652425457,NA,NA,NA,1202,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TRAVEL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,HOUSE_BELONG,2002,1,13113,0,10,7.626019980172348e-4,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,HOUSE_BELONG,2006,1,6013,0,11,0.00182936969898553,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,HOUSE_BELONG,2010,1,5027,0,39,0.00775810622637756,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,HOUSE_BELONG,2014,1,5214,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,HOUSE_BELONG,2017,1,4494,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,HOUSE_BELONG,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2002,1,13113,NA,8387,0.6395942957370548,NA,NA,NA,4726,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2006,1,6013,NA,207,0.03442541160818227,NA,NA,NA,5806,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_GOV_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2006,1,6013,NA,161,0.02677532013969732,NA,NA,NA,5852,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2010,1,5027,NA,10,0.001989258006763477,NA,NA,NA,5017,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_INTEREST_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2002,1,13113,NA,9944,0.7583314268283383,NA,NA,NA,3169,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2006,1,6013,NA,105,0.017462165308498253,NA,NA,NA,5908,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2010,0,5027,5027,NA,NA,1,TRUE,not_present,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_OTHER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2006,1,6013,NA,84,0.013969732246798603,NA,NA,NA,5929,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2010,1,5027,NA,11,0.002188183807439825,NA,NA,NA,5016,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_RENT_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2002,1,13113,NA,12088,0.9218332952032334,NA,NA,NA,1025,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2006,1,6013,NA,1174,0.19524363878263762,NA,NA,NA,4839,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2010,1,5027,NA,15,0.002983887010145216,NA,NA,NA,5012,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2002,1,13113,NA,168,0.012811713566689545,NA,NA,NA,12945,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2006,1,6013,NA,8,0.0013304506901712955,NA,NA,NA,6005,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_DERIVED_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2014,NA,5214,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2017,NA,4494,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_INCOME,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TOTAL_REPORTED_INCOME,2002,1,13113,NA,0,0,NA,NA,NA,13113,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2002,1,13113,NA,1438,0.10966216731487836,NA,NA,NA,11675,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2006,1,6013,NA,926,0.15399966738732745,NA,NA,NA,5087,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_FAM_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2006,1,6013,NA,73,0.012140362547813071,NA,NA,NA,5940,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,NA,5024,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_GOV_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2006,1,6013,NA,56,0.009313154831199068,NA,NA,NA,5957,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2010,1,5027,NA,9,0.0017903322060871295,NA,NA,NA,5018,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_INTEREST_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2006,1,6013,NA,50,0.008315316813570598,NA,NA,NA,5963,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2010,1,5027,NA,13,0.0025860354087925202,NA,NA,NA,5014,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_OTHER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2006,1,6013,NA,41,0.00681855978712789,NA,NA,NA,5972,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2010,1,5027,NA,14,0.0027849612094688683,NA,NA,NA,5013,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_RENT_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2006,1,6013,NA,256,0.042574422085481456,NA,NA,NA,5757,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,INC_PERS_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,MALE,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,MALE,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,MALE,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,MALE,2014,1,5214,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,MALE,2017,1,4494,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,MALE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2014,1,5214,0,5214,1,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2017,1,4494,0,4494,1,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_FAMILY,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2014,1,5214,0,5214,1,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2017,1,4494,0,4494,1,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,N_INDI,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2006,1,6013,0,24,0.00399135207051388,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2010,1,5027,0,37,0.00736025462502486,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2014,1,5214,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2017,1,4494,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RACE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2002,1,13113,10810,2153,0.1641882101731107,0.8243727598566308,TRUE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2006,1,6013,5062,288,0.04789622484616664,0.8418426742058872,TRUE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2010,1,5027,3842,1121,0.2229958225581858,0.7642729261985279,TRUE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2014,1,5214,3950,37,0.00709627924817798,0.7575757575757576,TRUE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2017,1,4494,3405,1009,0.22452158433466848,0.7576769025367156,TRUE,present,NA,harmonized_label,NA
indigenous_analysis_sample,RENT,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
